prior,forced posterior,choose posterior
0.5,0.5,0.5
0.5,0.5,0.5
0.5,0.5092592592592593,0.5833333333333334
0.5,0.5339506172839505,0.6388888888888888
0.5,0.5501543209876543,0.673611111111111
0.5,0.5607853223593964,0.7083333333333334
0.5,0.5720736168267032,0.7430555555555555
0.5,0.5829332418838592,0.7700617283950615
0.5,0.5918866772722654,0.7931295010288065
0.5,0.5992809599866211,0.8146969307270232
0.5,0.6062471355886636,0.8342701546067669
0.5,0.6125803733093135,0.8510260678631305
0.5,0.618150679443955,0.8659253067367774
0.5,0.6229609242841629,0.8794091179174288
0.5,0.6273456158324463,0.8916247200749055
0.5,0.6313276026278952,0.9024095223088022
0.5,0.6348906555378272,0.9120330929414979
0.5,0.6380108557265943,0.9207115670131012
0.5,0.6408384498485404,0.9285873162601541
0.5,0.6434068986694831,0.9356048154795842
0.5,0.6457147727865765,0.9418873328325178
0.5,0.6477550064112644,0.9475587375280913
0.5,0.649602216498066,0.9527022311061284
0.5,0.6512782476025817,0.957306386305332
0.5,0.6527872590626049,0.9614411398551392
0.5,0.6541302794321858,0.9651762640260657
0.5,0.655345754632819,0.9685610320350351
0.5,0.6564475611839965,0.9716003408757456
0.5,0.6574410038459151,0.9743357191947948
0.5,0.6583292060615504,0.9768076942634811
0.5,0.6591328916603855,0.9790468086261803
0.5,0.6598610363731959,0.9810617391047469
0.5,0.6605182506006386,0.9828778559159387
0.5,0.6611076939147337,0.9845196340692578
0.5,0.6616410308866454,0.9860064374679575
0.5,0.6621241072766517,0.9873464125346212
0.5,0.6625604557532996,0.9885554601568535
0.5,0.6629526960941887,0.989648779580379
0.5,0.6633076255064829,0.9906388025117498
0.5,0.6636290658399905,0.9915320472764696
0.5,0.6639195809436319,0.9923386675356831
0.5,0.6641811708314549,0.9930682825858507
0.5,0.6644179062049587,0.9937289498170602
0.5,0.6646322958922222,0.9943255378578156
0.5,0.6648261491163087,0.9948646137635605
0.5,0.6650009270306938,0.9953523493500305
0.5,0.6651591218040201,0.9957940065732904
0.5,0.6653023868720047,0.9961930910644795
0.5,0.6654319782462126,0.9965538887583533
0.5,0.665548935912498,0.9968804005485647
0.5,0.6656548131979347,0.9971760832667693
0.5,0.6657507035947253,0.9974434069246059
0.5,0.6658374702784817,0.99768518741609
0.5,0.6659158413745797,0.9979040388092929
0.5,0.6659867992377821,0.9981022426848407
0.5,0.6660510691974864,0.9982815157159344
0.5,0.6661092406270142,0.9984437173401868
0.5,0.6661618178008857,0.9985905659309166
0.5,0.6662094293671729,0.998723572997945
0.5,0.6662525576696807,0.9988439209558216
0.5,0.6662916034311553,0.9989528424740993
0.5,0.6663269133236724,0.999051472538005
0.5,0.666358893530646,0.9991408155284996
0.5,0.6663878655094231,0.9992216809343923
0.5,0.666414100957997,0.9992948884580972
0.5,0.6664378369828283,0.9993611906125298
0.5,0.6664593380931867,0.9994212564605482
0.5,0.6664788189269464,0.9994756378683737
0.5,0.6664964633636375,0.9995248812868324
0.5,0.6665124329892244,0.9995694871803344
0.5,0.6665269011618062,0.9996099021694084
0.5,0.6665400114303108,0.9996465013940778
0.5,0.6665518880937872,0.9996796498931463
0.5,0.666562640992165,0.9997096813453245
0.5,0.666572384343452,0.9997368944098175
0.5,0.6665812142905763,0.9997615435786525
0.5,0.6665892147962041,0.9997838731245854
0.5,0.6665964603919297,0.9998041059918096
0.5,0.6666030266588259,0.9998224421989809
0.5,0.6666089780712448,0.9998390541505925
0.5,0.666614371321909,0.9998541055464278
0.5,0.6666192569211776,0.9998677456087613
0.5,0.666623685063895,0.999880108470942
0.5,0.6666276990362558,0.9998913108174486
0.5,0.6666313371110282,0.9999014624911645
0.5,0.6666346334904032,0.9999106635218562
0.5,0.6666376216103858,0.999919003964148
0.5,0.6666403305617629,0.9999265627424317
0.5,0.6666427861816897,0.9999334136434771
0.5,0.6666450116168673,0.9999396238093068
0.5,0.6666470291963721,0.9999452537632342
0.5,0.6666488584889709,0.9999503568693228
0.5,0.6666505169385352,0.9999549827426512
0.5,0.6666520202047147,0.999959176502094
0.5,0.6666533832312579,0.9999629788613926
0.5,0.6666546191927852,0.9999664258954553
0.5,0.6666557398686488,0.9999695509955683
0.5,0.666656755851489,0.999972384512077
0.5,0.6666576771607584,0.999974953855875
0.5,0.6666585126731147,0.9999772834128955
