,prior,forced posterior,choose posterior
0,0.5,0.5,0.5
1,0.5,0.5,0.5
2,0.5,0.5092592592592593,0.5833333333333334
3,0.5,0.5339506172839505,0.6388888888888888
4,0.5,0.5501543209876543,0.673611111111111
5,0.5,0.5607853223593964,0.7083333333333334
6,0.5,0.5720736168267032,0.7430555555555555
7,0.5,0.5829332418838592,0.7700617283950615
8,0.5,0.5918866772722654,0.7931295010288065
9,0.5,0.5992809599866211,0.8146969307270232
10,0.5,0.6062471355886636,0.8342701546067669
11,0.5,0.6125803733093135,0.8510260678631305
12,0.5,0.618150679443955,0.8659253067367774
13,0.5,0.6229609242841629,0.8794091179174288
14,0.5,0.6273456158324463,0.8916247200749055
15,0.5,0.6313276026278952,0.9024095223088022
16,0.5,0.6348906555378272,0.9120330929414979
17,0.5,0.6380108557265943,0.9207115670131012
18,0.5,0.6408384498485404,0.9285873162601541
19,0.5,0.6434068986694831,0.9356048154795842
20,0.5,0.6457147727865765,0.9418873328325178
21,0.5,0.6477550064112644,0.9475587375280913
22,0.5,0.649602216498066,0.9527022311061284
23,0.5,0.6512782476025817,0.957306386305332
24,0.5,0.6527872590626049,0.9614411398551392
25,0.5,0.6541302794321858,0.9651762640260657
26,0.5,0.655345754632819,0.9685610320350351
27,0.5,0.6564475611839965,0.9716003408757456
28,0.5,0.6574410038459151,0.9743357191947948
29,0.5,0.6583292060615504,0.9768076942634811
30,0.5,0.6591328916603855,0.9790468086261803
31,0.5,0.6598610363731959,0.9810617391047469
32,0.5,0.6605182506006386,0.9828778559159387
33,0.5,0.6611076939147337,0.9845196340692578
34,0.5,0.6616410308866454,0.9860064374679575
35,0.5,0.6621241072766517,0.9873464125346212
36,0.5,0.6625604557532996,0.9885554601568535
37,0.5,0.6629526960941887,0.989648779580379
38,0.5,0.6633076255064829,0.9906388025117498
39,0.5,0.6636290658399905,0.9915320472764696
40,0.5,0.6639195809436319,0.9923386675356831
41,0.5,0.6641811708314549,0.9930682825858507
42,0.5,0.6644179062049587,0.9937289498170602
43,0.5,0.6646322958922222,0.9943255378578156
44,0.5,0.6648261491163087,0.9948646137635605
45,0.5,0.6650009270306938,0.9953523493500305
46,0.5,0.6651591218040201,0.9957940065732904
47,0.5,0.6653023868720047,0.9961930910644795
48,0.5,0.6654319782462126,0.9965538887583533
49,0.5,0.665548935912498,0.9968804005485647
50,0.5,0.6656548131979347,0.9971760832667693
51,0.5,0.6657507035947253,0.9974434069246059
52,0.5,0.6658374702784817,0.99768518741609
53,0.5,0.6659158413745797,0.9979040388092929
54,0.5,0.6659867992377821,0.9981022426848407
55,0.5,0.6660510691974864,0.9982815157159344
56,0.5,0.6661092406270142,0.9984437173401868
57,0.5,0.6661618178008857,0.9985905659309166
58,0.5,0.6662094293671729,0.998723572997945
59,0.5,0.6662525576696807,0.9988439209558216
60,0.5,0.6662916034311553,0.9989528424740993
61,0.5,0.6663269133236724,0.999051472538005
62,0.5,0.666358893530646,0.9991408155284996
63,0.5,0.6663878655094231,0.9992216809343923
64,0.5,0.666414100957997,0.9992948884580972
65,0.5,0.6664378369828283,0.9993611906125298
66,0.5,0.6664593380931867,0.9994212564605482
67,0.5,0.6664788189269464,0.9994756378683737
68,0.5,0.6664964633636375,0.9995248812868324
69,0.5,0.6665124329892244,0.9995694871803344
70,0.5,0.6665269011618062,0.9996099021694084
71,0.5,0.6665400114303108,0.9996465013940778
72,0.5,0.6665518880937872,0.9996796498931463
73,0.5,0.666562640992165,0.9997096813453245
74,0.5,0.666572384343452,0.9997368944098175
75,0.5,0.6665812142905763,0.9997615435786525
76,0.5,0.6665892147962041,0.9997838731245854
77,0.5,0.6665964603919297,0.9998041059918096
78,0.5,0.6666030266588259,0.9998224421989809
79,0.5,0.6666089780712448,0.9998390541505925
80,0.5,0.666614371321909,0.9998541055464278
81,0.5,0.6666192569211776,0.9998677456087613
82,0.5,0.666623685063895,0.999880108470942
83,0.5,0.6666276990362558,0.9998913108174486
84,0.5,0.6666313371110282,0.9999014624911645
85,0.5,0.6666346334904032,0.9999106635218562
86,0.5,0.6666376216103858,0.999919003964148
87,0.5,0.6666403305617629,0.9999265627424317
88,0.5,0.6666427861816897,0.9999334136434771
89,0.5,0.6666450116168673,0.9999396238093068
90,0.5,0.6666470291963721,0.9999452537632342
91,0.5,0.6666488584889709,0.9999503568693228
92,0.5,0.6666505169385352,0.9999549827426512
93,0.5,0.6666520202047147,0.999959176502094
94,0.5,0.6666533832312579,0.9999629788613926
95,0.5,0.6666546191927852,0.9999664258954553
96,0.5,0.6666557398686488,0.9999695509955683
97,0.5,0.666656755851489,0.999972384512077
98,0.5,0.6666576771607584,0.999974953855875
99,0.5,0.6666585126731147,0.9999772834128955
